1	0.69444
2	0.83333
3	0.51389
4	0.73611
5	0.86111
6	0.59722
7	0.83333
8	0.69444
9	0.77778
10	0.73611
11	0.76389
12	0.90278
13	0.625
14	0.77778
15	0.93056
16	0.45833
17	0.77778
18	0.47222
19	0.97222
20	0.76389
21	0.88889
22	0.81944
23	0.86111
24	0.58333
25	0.73611
26	0.72222
27	0.77778
28	0.68056
29	0.73611
30	0.25
31	0.76389
32	0.83333
33	0.90278
34	0.59722
35	0.69444
36	0.75
37	0.33333
38	0.69444
39	0.625
40	0.65278
41	0.31944
42	0.40278
43	0.90278
44	0.11111
45	0.81944
46	0.97222
47	0.70833
48	0.58333
49	0.98611
50	0.77778
51	0.80556
52	0.65278
53	0.77778
54	0.65278
55	0.76389
56	0.875
57	0.79167
58	0.75
59	0.73611
60	0.54167
61	0.625
62	0.5
63	0.72222
64	0.83333
65	0.66667
66	0.77778
67	0.54167
68	0.875
69	0.66667
70	0.70833
71	0.52778
72	0.72222
73	0.34722
74	0.75
75	0.80556
76	0.875
77	0.91667
78	0.83333
79	0.51389
80	0.93056
81	0.91667
82	0.83333
83	0.90625
84	0.61111
85	0.36111
86	1.0
87	0.66667
88	0.76389
89	0.52778
90	0.61111
91	0.84722
92	0.72222
93	0.68056
94	0.93056
95	0.86111
96	0.84722
97	0.80556
98	0.76389
99	0.73611
100	0.375
101	0.75
102	0.19444
103	0.68056
104	0.73611
105	0.81944
106	0.44444
107	0.90278
108	0.66667
109	0.875
110	0.61111
111	0.70833
112	0.83333
113	0.625
114	0.77778
115	0.97222
116	0.79167
117	0.94444
118	0.63889
119	0.76389
120	0.58333
121	0.59722
122	0.86111
123	0.76389
124	0.5
125	0.83333
126	0.73611
127	0.26389
128	0.79167
129	0.54167
130	0.63889
131	0.73611
132	0.90278
133	0.44444
134	0.80556
135	0.44444
136	0.81944
137	0.88889
138	0.90278
139	0.83333
140	0.5
141	0.68056
142	0.70833
143	0.88889
144	0.77778
145	0.70833
146	0.25
147	0.86111
148	0.84722
149	0.72222
150	0.90278
151	0.73611
152	0.80556
153	0.79167
154	0.61111
155	0.81944
156	0.66667
157	0.29167
158	0.70833
159	0.79167
160	0.69444
161	0.72222
162	0.81944
163	0.86111
164	0.625
165	0.72222
166	0.68056
167	0.77778
168	0.70833
169	0.25
170	0.84722
171	0.90278
172	0.80556
173	0.23611
174	0.86111
175	0.77778
176	0.77778
177	0.68056
178	0.75
179	0.77778
180	0.83333
181	0.79167
182	0.55556
183	0.61111
